text_id,aspect,evidence_span,polarity,confidence,model,latency_ms
82,ambiance,ambiance,Positive,0.8173,pyabsa-multilingual,62700
82,conditions,conditions,Positive,0.778,pyabsa-multilingual,62700
82,الأجواء,الأجواء,Positive,0.9963,pyabsa-multilingual,62700
83,cleanliness,cleanliness,Positive,0.9969,pyabsa-multilingual,62700
83,prices,prices,Positive,0.9977,pyabsa-multilingual,62700
83,taste,taste,Positive,0.9981,pyabsa-multilingual,62700
83,نظافة,نظافة,Positive,0.9982,pyabsa-multilingual,62700
83,لذيذ,لذيذ,Positive,0.9973,pyabsa-multilingual,62700
84,والامان,والامان,Positive,0.9985,pyabsa-multilingual,62700
86,market,market,Neutral,0.6806,pyabsa-multilingual,62700
86,محالات,محالات,Positive,0.978,pyabsa-multilingual,62700
86,جديده,جديده,Positive,0.9688,pyabsa-multilingual,62700
87,اكلهم,اكلهم,Positive,0.9989,pyabsa-multilingual,62700
89,اكلهم,اكلهم,Positive,0.9984,pyabsa-multilingual,62700
90,room hygiene,room hygiene,Negative,0.9016,pyabsa-multilingual,62700
91,food,food,Positive,0.9814,pyabsa-multilingual,62700
91,service,service,Positive,0.9943,pyabsa-multilingual,62700
91,view,view,Positive,0.995,pyabsa-multilingual,62700
91,place,place,Positive,0.9759,pyabsa-multilingual,62700
91,management,management,Positive,0.9901,pyabsa-multilingual,62700
91,اكل,اكل,Positive,0.996,pyabsa-multilingual,62700
91,الخدمة,الخدمة,Positive,0.9969,pyabsa-multilingual,62700
91,المكان,المكان,Positive,0.996,pyabsa-multilingual,62700
91,متميزه,متميزه,Positive,0.9945,pyabsa-multilingual,62700
92,الفطائر,الفطائر,Positive,0.9987,pyabsa-multilingual,62700
93,ميقات,ميقات,Positive,0.9948,pyabsa-multilingual,62700
94,مول,مول,Positive,0.9983,pyabsa-multilingual,62700
96,fish market,fish market,Positive,0.8929,pyabsa-multilingual,62700
96,fish,fish,Positive,0.8556,pyabsa-multilingual,62700
96,سوق السمك,سوق السمك,Positive,0.9978,pyabsa-multilingual,62700
97,cake,cake,Positive,0.7973,pyabsa-multilingual,62700
97,chef,chef,Positive,0.8551,pyabsa-multilingual,62700
0,Sheikh,Sheikh,Positive,0.9677,pyabsa-multilingual,55357
1,malls,malls,Positive,0.9489,pyabsa-multilingual,55357
1,المولات,المولات,Positive,0.9953,pyabsa-multilingual,55357
3,فندق,فندق,Positive,0.9985,pyabsa-multilingual,55357
3,العاملين,العاملين,Positive,0.9889,pyabsa-multilingual,55357
4,seafood,seafood,Positive,0.9887,pyabsa-multilingual,55357
5,restaurants,restaurants,Positive,0.9951,pyabsa-multilingual,55357
5,المطاعم,المطاعم,Positive,0.9985,pyabsa-multilingual,55357
6,mall,mall,Positive,0.9758,pyabsa-multilingual,55357
6,مول,مول,Positive,0.9957,pyabsa-multilingual,55357
6,اسواق,اسواق,Positive,0.997,pyabsa-multilingual,55357
7,واماكن العاب للاطفال,واماكن العاب للاطفال,Positive,0.9614,pyabsa-multilingual,55357
8,سوق,سوق,Positive,0.9988,pyabsa-multilingual,55357
11,فيه,فيه,Negative,0.6066,pyabsa-multilingual,55357
12,الحلا,الحلا,Positive,0.9985,pyabsa-multilingual,55357
13,date cake,date cake,Positive,0.9235,pyabsa-multilingual,55357
13,Arabic coffee,Arabic coffee,Negative,0.8538,pyabsa-multilingual,55357
13,place,place,Positive,0.866,pyabsa-multilingual,55357
13,كيكة التمر,كيكة التمر,Positive,0.9181,pyabsa-multilingual,55357
13,القهوه العربيه,القهوه العربيه,Positive,0.6275,pyabsa-multilingual,55357
13,المكان,المكان,Positive,0.4744,pyabsa-multilingual,55357
15,مشويات,مشويات,Positive,0.9714,pyabsa-multilingual,55357
15,معقول,معقول,Positive,0.9771,pyabsa-multilingual,55357
16,burger,burger,Neutral,0.8924,pyabsa-multilingual,55357
16,مطعم,مطعم,Positive,0.8928,pyabsa-multilingual,55357
23,مركز,مركز,Positive,0.9985,pyabsa-multilingual,55357
24,تأخير,تأخير,Negative,0.997,pyabsa-multilingual,55357
25,shops,shops,Negative,0.9952,pyabsa-multilingual,55357
25,restaurants,restaurants,Negative,0.9951,pyabsa-multilingual,55357
25,المطاعم,المطاعم,Negative,0.9923,pyabsa-multilingual,55357
26,فندق,فندق,Positive,0.9989,pyabsa-multilingual,55357
28,service,service,Positive,0.9774,pyabsa-multilingual,55357
28,delivery,delivery,Positive,0.994,pyabsa-multilingual,55357
29,مكان,مكان,Positive,0.9986,pyabsa-multilingual,55357
31,مشويات,مشويات,Positive,0.9613,pyabsa-multilingual,55357
36,الاخت الموظفة,الاخت الموظفة,Positive,0.9972,pyabsa-multilingual,55357
37,market,market,Neutral,0.8094,pyabsa-multilingual,55357
37,سوق,سوق,Negative,0.7556,pyabsa-multilingual,55357
39,الموظفين,الموظفين,Positive,0.9984,pyabsa-multilingual,55357
39,اقامه,اقامه,Positive,0.9987,pyabsa-multilingual,55357
40,فندق,فندق,Positive,0.9988,pyabsa-multilingual,55357
41,sweets,sweets,Positive,0.9986,pyabsa-multilingual,55357
45,restaurants,restaurants,Positive,0.9907,pyabsa-multilingual,55357
45,مطاعم,مطاعم,Positive,0.9978,pyabsa-multilingual,55357
46,فندق,فندق,Positive,0.9975,pyabsa-multilingual,55357
46,النظافة,النظافة,Positive,0.9981,pyabsa-multilingual,55357
46,الاستقبال,الاستقبال,Positive,0.998,pyabsa-multilingual,55357
46,الموظفين,الموظفين,Positive,0.9981,pyabsa-multilingual,55357
47,mall,mall,Positive,0.9952,pyabsa-multilingual,55357
48,مكان,مكان,Positive,0.4608,pyabsa-multilingual,55357
49,air conditioner,air conditioner,Positive,0.8248,pyabsa-multilingual,55357
49,imam,imam,Positive,0.7972,pyabsa-multilingual,55357
49,preacher,preacher,Positive,0.8786,pyabsa-multilingual,55357
49,والامام والخطيب,والامام والخطيب,Positive,0.9792,pyabsa-multilingual,55357
51,السعر,السعر,Negative,0.9932,pyabsa-multilingual,55357
52,barbecue,barbecue,Positive,0.9655,pyabsa-multilingual,55357
52,price,price,Positive,0.939,pyabsa-multilingual,55357
52,مشويات,مشويات,Positive,0.8968,pyabsa-multilingual,55357
58,الاستقبال,الاستقبال,Positive,0.9985,pyabsa-multilingual,55357
59,market,market,Positive,0.8798,pyabsa-multilingual,55357
60,شقق,شقق,Positive,0.9986,pyabsa-multilingual,55357
61,بيت الحرام,بيت الحرام,Positive,0.9979,pyabsa-multilingual,55357
61,مكان,مكان,Positive,0.998,pyabsa-multilingual,55357
62,مطعم,مطعم,Positive,0.8936,pyabsa-multilingual,55357
63,نظف,نظف,Positive,0.9985,pyabsa-multilingual,55357
64,مكان,مكان,Positive,0.9985,pyabsa-multilingual,55357
65,المكان,المكان,Positive,0.9807,pyabsa-multilingual,55357
66,fish,fish,Neutral,0.6692,pyabsa-multilingual,55357
66,لوازم,لوازم,Positive,0.736,pyabsa-multilingual,55357
69,Translated,Translated,Positive,0.9852,pyabsa-multilingual,55357
70,mall,mall,Positive,0.9984,pyabsa-multilingual,55357
73,seafood restaurants,seafood restaurants,Positive,0.9375,pyabsa-multilingual,55357
73,taste,taste,Positive,0.6819,pyabsa-multilingual,55357
73,المطاعم,المطاعم,Positive,0.9834,pyabsa-multilingual,55357
73,الطعم,الطعم,Positive,0.9802,pyabsa-multilingual,55357
75,الأسماك,الأسماك,Positive,0.9979,pyabsa-multilingual,55357
76,الاستقبال,الاستقبال,Positive,0.8052,pyabsa-multilingual,55357
76,،،,،،,Positive,0.6703,pyabsa-multilingual,55357
76,مواصلات,مواصلات,Negative,0.9588,pyabsa-multilingual,55357
78,coordination,coordination,Positive,0.9925,pyabsa-multilingual,55357
78,المواقف,المواقف,Positive,0.9978,pyabsa-multilingual,55357
79,النبي,النبي,Positive,0.9952,pyabsa-multilingual,55357
80,place,place,Positive,0.9719,pyabsa-multilingual,55357
80,مكان,مكان,Positive,0.9967,pyabsa-multilingual,55357
81,shopping,shopping,Positive,0.8704,pyabsa-multilingual,55357
81,cafes,cafes,Positive,0.8373,pyabsa-multilingual,55357
82,مطعم,مطعم,Positive,0.9989,pyabsa-multilingual,55357
83,بيت,بيت,Neutral,0.5076,pyabsa-multilingual,55357
86,restaurants,restaurants,Positive,0.9915,pyabsa-multilingual,55357
86,المطاعم,المطاعم,Positive,0.9968,pyabsa-multilingual,55357
90,كورنيش,كورنيش,Positive,0.9981,pyabsa-multilingual,55357
90,بالمرافق,بالمرافق,Positive,0.993,pyabsa-multilingual,55357
91,service,service,Positive,0.9658,pyabsa-multilingual,55357
91,queue,queue,Neutral,0.8263,pyabsa-multilingual,55357
92,طبيعه,طبيعه,Positive,0.9988,pyabsa-multilingual,55357
92,والحديقه,والحديقه,Positive,0.9989,pyabsa-multilingual,55357
93,market,market,Positive,0.7437,pyabsa-multilingual,55357
93,سوق,سوق,Positive,0.9836,pyabsa-multilingual,55357
93,المحلات,المحلات,Positive,0.9849,pyabsa-multilingual,55357
94,العاملين,العاملين,Positive,0.994,pyabsa-multilingual,55357
96,خدمات,خدمات,Positive,0.9987,pyabsa-multilingual,55357
97,سوق,سوق,Negative,0.9969,pyabsa-multilingual,55357
97,السماك,السماك,Negative,0.9971,pyabsa-multilingual,55357
98,متنفس,متنفس,Positive,0.9985,pyabsa-multilingual,55357
98,رياضى,رياضى,Positive,0.9982,pyabsa-multilingual,55357
99,دجاج,دجاج,Negative,0.4674,pyabsa-multilingual,55357
99,وخبز ورز,وخبز ورز,Negative,0.6978,pyabsa-multilingual,55357
2,فندق,فندق,Positive,0.9988,pyabsa-multilingual,60995
4,مول,مول,Positive,0.9807,pyabsa-multilingual,60995
5,malls,malls,Positive,0.9877,pyabsa-multilingual,60995
5,cinema,cinema,Negative,0.9831,pyabsa-multilingual,60995
5,المولات,المولات,Negative,0.9835,pyabsa-multilingual,60995
6,place,place,Positive,0.7857,pyabsa-multilingual,60995
7,مسجد,مسجد,Positive,0.9983,pyabsa-multilingual,60995
8,بقاع,بقاع,Positive,0.9981,pyabsa-multilingual,60995
9,tourist place,tourist place,Positive,0.9591,pyabsa-multilingual,60995
9,مكان,مكان,Positive,0.9904,pyabsa-multilingual,60995
10,رائع,رائع,Positive,0.9989,pyabsa-multilingual,60995
12,موقع,موقع,Positive,0.9948,pyabsa-multilingual,60995
12,موظف استقبال,موظف استقبال,Positive,0.867,pyabsa-multilingual,60995
13,restaurant,restaurant,Positive,0.9651,pyabsa-multilingual,60995
13,food,food,Positive,0.954,pyabsa-multilingual,60995
13,service,service,Negative,0.5173,pyabsa-multilingual,60995
13,مطعم,مطعم,Positive,0.9508,pyabsa-multilingual,60995
13,ممتاز,ممتاز,Positive,0.9721,pyabsa-multilingual,60995
13,ولا,ولا,Positive,0.9416,pyabsa-multilingual,60995
14,الفندق,الفندق,Positive,0.943,pyabsa-multilingual,60995
14,موقع,موقع,Positive,0.7189,pyabsa-multilingual,60995
15,فندق,فندق,Positive,0.9988,pyabsa-multilingual,60995
18,منتاز,منتاز,Positive,0.9981,pyabsa-multilingual,60995
19,place,place,Positive,0.9966,pyabsa-multilingual,60995
20,place,place,Positive,0.9987,pyabsa-multilingual,60995
21,place,place,Positive,0.9987,pyabsa-multilingual,60995
23,place,place,Positive,0.6591,pyabsa-multilingual,60995
24,park,park,Positive,0.9959,pyabsa-multilingual,60995
24,spaces,spaces,Positive,0.9977,pyabsa-multilingual,60995
24,منتزه,منتزه,Positive,0.9985,pyabsa-multilingual,60995
24,واسعه,واسعه,Positive,0.9985,pyabsa-multilingual,60995
25,شقق,شقق,Negative,0.997,pyabsa-multilingual,60995
26,Cappuccino,Cappuccino,Neutral,0.4105,pyabsa-multilingual,60995
26,الكبتشينو,الكبتشينو,Negative,0.6457,pyabsa-multilingual,60995
27,place,place,Positive,0.9898,pyabsa-multilingual,60995
28,السخان,السخان,Negative,0.9686,pyabsa-multilingual,60995
28,فاي ضعيف,فاي ضعيف,Negative,0.9952,pyabsa-multilingual,60995
32,التليفون,التليفون,Negative,0.9957,pyabsa-multilingual,60995
33,المطاعم,المطاعم,Negative,0.9971,pyabsa-multilingual,60995
34,taste,taste,Positive,0.9413,pyabsa-multilingual,60995
34,fish,fish,Positive,0.9878,pyabsa-multilingual,60995
34,prices,prices,Positive,0.5129,pyabsa-multilingual,60995
34,الطعم,الطعم,Positive,0.81,pyabsa-multilingual,60995
34,طازجه,طازجه,Positive,0.5068,pyabsa-multilingual,60995
34,الاسعار,الاسعار,Negative,0.5638,pyabsa-multilingual,60995
35,Translated,Translated,Positive,0.8025,pyabsa-multilingual,60995
36,groceries,groceries,Positive,0.9017,pyabsa-multilingual,60995
36,fishing gear,fishing gear,Positive,0.9405,pyabsa-multilingual,60995
36,السمك,السمك,Positive,0.9918,pyabsa-multilingual,60995
37,kurtado,kurtado,Positive,0.9947,pyabsa-multilingual,60995
37,Arabic coffee,Arabic coffee,Positive,0.9972,pyabsa-multilingual,60995
37,الكورتادو,الكورتادو,Positive,0.9972,pyabsa-multilingual,60995
37,قهوه عربيه,قهوه عربيه,Positive,0.9957,pyabsa-multilingual,60995
41,فندق,فندق,Positive,0.998,pyabsa-multilingual,60995
41,نظيفة,نظيفة,Positive,0.9981,pyabsa-multilingual,60995
41,الاستقبال يتحلى,الاستقبال يتحلى,Positive,0.9987,pyabsa-multilingual,60995
42,مشويات,مشويات,Positive,0.9613,pyabsa-multilingual,60995
44,تستحق,تستحق,Positive,0.9786,pyabsa-multilingual,60995
46,hotel,hotel,Positive,0.9975,pyabsa-multilingual,60995
46,bed,bed,Positive,0.9972,pyabsa-multilingual,60995
46,price,price,Negative,0.7792,pyabsa-multilingual,60995
48,الموقع,الموقع,Positive,0.9984,pyabsa-multilingual,60995
49,ambience,ambience,Negative,0.9926,pyabsa-multilingual,60995
50,فندق,فندق,Positive,0.9988,pyabsa-multilingual,60995
50,تعامل الموظفين,تعامل الموظفين,Positive,0.9987,pyabsa-multilingual,60995
51,فندق,فندق,Positive,0.9932,pyabsa-multilingual,60995
51,موفنبيك,موفنبيك,Positive,0.994,pyabsa-multilingual,60995
51,المنتجعات,المنتجعات,Positive,0.992,pyabsa-multilingual,60995
51,فيه,فيه,Positive,0.9929,pyabsa-multilingual,60995
51,إدارته,إدارته,Positive,0.9856,pyabsa-multilingual,60995
51,عمله المتميز,عمله المتميز,Positive,0.9496,pyabsa-multilingual,60995
52,مكان,مكان,Positive,0.9988,pyabsa-multilingual,60995
53,الفندق,الفندق,Positive,0.9861,pyabsa-multilingual,60995
53,خدمة الغرف,خدمة الغرف,Positive,0.9636,pyabsa-multilingual,60995
53,الفرش,الفرش,Negative,0.9498,pyabsa-multilingual,60995
55,اطلالة,اطلالة,Positive,0.9884,pyabsa-multilingual,60995
55,غرف,غرف,Positive,0.9313,pyabsa-multilingual,60995
57,microwave,microwave,Negative,0.5666,pyabsa-multilingual,60995
57,housekeeping,housekeeping,Negative,0.7146,pyabsa-multilingual,60995
59,المولات,المولات,Positive,0.996,pyabsa-multilingual,60995
60,قاعة الافراح,قاعة الافراح,Positive,0.9984,pyabsa-multilingual,60995
61,رخيص,رخيص,Positive,0.9988,pyabsa-multilingual,60995
63,بيتك,بيتك,Positive,0.993,pyabsa-multilingual,60995
64,فندق,فندق,Positive,0.9983,pyabsa-multilingual,60995
64,خدمة,خدمة,Positive,0.9979,pyabsa-multilingual,60995
64,خدمات,خدمات,Positive,0.9971,pyabsa-multilingual,60995
64,صالة رياضية,صالة رياضية,Positive,0.9953,pyabsa-multilingual,60995
64,صالة سينمائيه,صالة سينمائيه,Positive,0.9905,pyabsa-multilingual,60995
67,الاثاث,الاثاث,Negative,0.9929,pyabsa-multilingual,60995
67,خربانه,خربانه,Negative,0.9906,pyabsa-multilingual,60995
67,خربان,خربان,Negative,0.9914,pyabsa-multilingual,60995
67,العمال,العمال,Positive,0.5907,pyabsa-multilingual,60995
67,الاستقبال اخلاق,الاستقبال اخلاق,Positive,0.4756,pyabsa-multilingual,60995
69,الفندق,الفندق,Positive,0.9667,pyabsa-multilingual,60995
69,سعره,سعره,Positive,0.9539,pyabsa-multilingual,60995
70,شقق,شقق,Positive,0.9879,pyabsa-multilingual,60995
70,معقول,معقول,Positive,0.9286,pyabsa-multilingual,60995
70,الموظفين,الموظفين,Positive,0.9627,pyabsa-multilingual,60995
71,الفنادق,الفنادق,Positive,0.9925,pyabsa-multilingual,60995
71,الخدمة,الخدمة,Positive,0.9494,pyabsa-multilingual,60995
71,ممتازة,ممتازة,Positive,0.9886,pyabsa-multilingual,60995
73,service,service,Positive,0.9986,pyabsa-multilingual,60995
74,place,place,Positive,0.998,pyabsa-multilingual,60995
74,rooms,rooms,Positive,0.9979,pyabsa-multilingual,60995
74,balcony,balcony,Positive,0.9973,pyabsa-multilingual,60995
74,view,view,Positive,0.9963,pyabsa-multilingual,60995
74,lounge,lounge,Positive,0.9973,pyabsa-multilingual,60995
74,food,food,Positive,0.9977,pyabsa-multilingual,60995
76,متوسط,متوسط,Positive,0.6689,pyabsa-multilingual,60995
76,المكان,المكان,Negative,0.9217,pyabsa-multilingual,60995
77,شاليه,شاليه,Positive,0.997,pyabsa-multilingual,60995
77,هادي,هادي,Positive,0.9944,pyabsa-multilingual,60995
77,مناسب,مناسب,Positive,0.9944,pyabsa-multilingual,60995
78,الفندق,الفندق,Positive,0.9758,pyabsa-multilingual,60995
78,الاستقبال,الاستقبال,Negative,0.9772,pyabsa-multilingual,60995
78,المواقف,المواقف,Negative,0.9736,pyabsa-multilingual,60995
81,الحرم,الحرم,Positive,0.9692,pyabsa-multilingual,60995
81,منظف,منظف,Positive,0.9349,pyabsa-multilingual,60995
81,الغرف,الغرف,Positive,0.8807,pyabsa-multilingual,60995
81,مريحة,مريحة,Positive,0.8219,pyabsa-multilingual,60995
81,واسع,واسع,Positive,0.7502,pyabsa-multilingual,60995
83,الشقه,الشقه,Negative,0.8452,pyabsa-multilingual,60995
83,دورة المياه,دورة المياه,Negative,0.8346,pyabsa-multilingual,60995
83,الفخامه,الفخامه,Neutral,0.6471,pyabsa-multilingual,60995
83,سعره,سعره,Neutral,0.6723,pyabsa-multilingual,60995
86,واسعاره,واسعاره,Positive,0.9759,pyabsa-multilingual,60995
88,فندق,فندق,Positive,0.9253,pyabsa-multilingual,60995
94,sport,sport,Positive,0.66,pyabsa-multilingual,60995
95,مكان,مكان,Positive,0.9956,pyabsa-multilingual,60995
95,الخدمه,الخدمه,Negative,0.9808,pyabsa-multilingual,60995
96,الفندق,الفندق,Positive,0.9882,pyabsa-multilingual,60995
96,مرتفعه,مرتفعه,Negative,0.9636,pyabsa-multilingual,60995
97,محلات,محلات,Positive,0.9836,pyabsa-multilingual,60995
97,ومطاعم جيده,ومطاعم جيده,Positive,0.8403,pyabsa-multilingual,60995
97,مكتبة,مكتبة,Positive,0.5233,pyabsa-multilingual,60995
98,الحرم,الحرم,Positive,0.9115,pyabsa-multilingual,60995
98,الموظف,الموظف,Positive,0.9884,pyabsa-multilingual,60995
99,parking location,parking location,Negative,0.9934,pyabsa-multilingual,60995
1,جداً,جداً,Negative,0.5756,pyabsa-multilingual,64708
2,الفنادق,الفنادق,Positive,0.998,pyabsa-multilingual,64708
4,مكان,مكان,Positive,0.9962,pyabsa-multilingual,64708
4,الأهتمام,الأهتمام,Positive,0.9965,pyabsa-multilingual,64708
4,طاقم العمل,طاقم العمل,Positive,0.9974,pyabsa-multilingual,64708
4,الاستقبال,الاستقبال,Positive,0.9971,pyabsa-multilingual,64708
5,فندق,فندق,Positive,0.9982,pyabsa-multilingual,64708
5,ممتازين,ممتازين,Positive,0.9988,pyabsa-multilingual,64708
6,مبالغ,مبالغ,Negative,0.9963,pyabsa-multilingual,64708
7,موظفة الاستقبال,موظفة الاستقبال,Positive,0.9927,pyabsa-multilingual,64708
9,فندق,فندق,Positive,0.9943,pyabsa-multilingual,64708
9,الاستقبال,الاستقبال,Positive,0.9912,pyabsa-multilingual,64708
9,القنوات,القنوات,Negative,0.9764,pyabsa-multilingual,64708
10,service,service,Negative,0.9748,pyabsa-multilingual,64708
10,room,room,Neutral,0.6008,pyabsa-multilingual,64708
11,الفندق,الفندق,Positive,0.9986,pyabsa-multilingual,64708
11,روعه,روعه,Positive,0.9988,pyabsa-multilingual,64708
12,مخبز,مخبز,Positive,0.9983,pyabsa-multilingual,64708
12,محل,محل,Positive,0.9983,pyabsa-multilingual,64708
12,منتجاته,منتجاته,Positive,0.9984,pyabsa-multilingual,64708
13,موقعه,موقعه,Positive,0.9902,pyabsa-multilingual,64708
14,مكان,مكان,Positive,0.9986,pyabsa-multilingual,64708
16,الشقة,الشقة,Positive,0.9882,pyabsa-multilingual,64708
16,واسعة,واسعة,Positive,0.9941,pyabsa-multilingual,64708
16,موقعها,موقعها,Positive,0.9923,pyabsa-multilingual,64708
16,الفرش,الفرش,Positive,0.6535,pyabsa-multilingual,64708
17,لذيذ,لذيذ,Positive,0.9988,pyabsa-multilingual,64708
19,خدمه,خدمه,Positive,0.9988,pyabsa-multilingual,64708
20,الاسعار,الاسعار,Negative,0.9953,pyabsa-multilingual,64708
20,مخلط,مخلط,Negative,0.9958,pyabsa-multilingual,64708
21,شي,شي,Positive,0.9984,pyabsa-multilingual,64708
22,خدمة,خدمة,Negative,0.9964,pyabsa-multilingual,64708
23,فندق,فندق,Positive,0.6684,pyabsa-multilingual,64708
23,الغرفه,الغرفه,Negative,0.9921,pyabsa-multilingual,64708
24,مطعم,مطعم,Negative,0.98,pyabsa-multilingual,64708
24,الاكل,الاكل,Negative,0.9943,pyabsa-multilingual,64708
28,الموظف,الموظف,Negative,0.9561,pyabsa-multilingual,64708
28,موقع الفندق,موقع الفندق,Positive,0.9346,pyabsa-multilingual,64708
34,الافطار,الافطار,Negative,0.9969,pyabsa-multilingual,64708
35,فندق,فندق,Positive,0.9983,pyabsa-multilingual,64708
35,الحرم,الحرم,Positive,0.9983,pyabsa-multilingual,64708
36,فندق,فندق,Positive,0.9982,pyabsa-multilingual,64708
36,الموظفين,الموظفين,Positive,0.9983,pyabsa-multilingual,64708
36,أفضل,أفضل,Positive,0.9984,pyabsa-multilingual,64708
36,إطلالة جزئية,إطلالة جزئية,Positive,0.9984,pyabsa-multilingual,64708
36,غرفة,غرفة,Positive,0.9985,pyabsa-multilingual,64708
36,الإستقبال,الإستقبال,Positive,0.9978,pyabsa-multilingual,64708
36,الموقع,الموقع,Positive,0.9971,pyabsa-multilingual,64708
36,النظافة,النظافة,Positive,0.996,pyabsa-multilingual,64708
36,الغرف,الغرف,Positive,0.9984,pyabsa-multilingual,64708
36,الخدمة,الخدمة,Positive,0.9934,pyabsa-multilingual,64708
36,السعر,السعر,Positive,0.9906,pyabsa-multilingual,64708
37,burgers,burgers,Positive,0.9935,pyabsa-multilingual,64708
37,kids area,kids area,Positive,0.9885,pyabsa-multilingual,64708
37,meals,meals,Positive,0.9904,pyabsa-multilingual,64708
37,sweets,sweets,Positive,0.9922,pyabsa-multilingual,64708
37,price,price,Positive,0.9918,pyabsa-multilingual,64708
37,place,place,Positive,0.9934,pyabsa-multilingual,64708
37,staff,staff,Positive,0.9925,pyabsa-multilingual,64708
39,السعر,السعر,Positive,0.9979,pyabsa-multilingual,64708
39,موظفين الاستقبال,موظفين الاستقبال,Positive,0.9987,pyabsa-multilingual,64708
40,تجربة,تجربة,Negative,0.9972,pyabsa-multilingual,64708
41,اسعارة,اسعارة,Positive,0.6912,pyabsa-multilingual,64708
42,غرفه,غرفه,Positive,0.8903,pyabsa-multilingual,64708
42,الموثع,الموثع,Positive,0.6575,pyabsa-multilingual,64708
43,الموظفين,الموظفين,Positive,0.9989,pyabsa-multilingual,64708
44,فندق,فندق,Positive,0.9926,pyabsa-multilingual,64708
44,راقي,راقي,Positive,0.9827,pyabsa-multilingual,64708
44,الإفطار,الإفطار,Positive,0.9854,pyabsa-multilingual,64708
44,مواقف,مواقف,Positive,0.9647,pyabsa-multilingual,64708
44,مجاني,مجاني,Positive,0.9017,pyabsa-multilingual,64708
45,المياه,المياه,Negative,0.9965,pyabsa-multilingual,64708
45,مبالغ,مبالغ,Negative,0.9872,pyabsa-multilingual,64708
47,decoration,decoration,Positive,0.9824,pyabsa-multilingual,64708
47,reception ’,reception ’,Negative,0.94,pyabsa-multilingual,64708
48,واسعارة,واسعارة,Positive,0.9601,pyabsa-multilingual,64708
49,خدمة,خدمة,Negative,0.8478,pyabsa-multilingual,64708
49,الرسوم,الرسوم,Negative,0.8721,pyabsa-multilingual,64708
50,مكان,مكان,Positive,0.9986,pyabsa-multilingual,64708
50,رائعة,رائعة,Positive,0.9988,pyabsa-multilingual,64708
50,الحرم,الحرم,Positive,0.9985,pyabsa-multilingual,64708
51,الاستقبال,الاستقبال,Positive,0.9985,pyabsa-multilingual,64708
51,ادارة الفندق,ادارة الفندق,Positive,0.9987,pyabsa-multilingual,64708
52,الاطلاله,الاطلاله,Negative,0.883,pyabsa-multilingual,64708
55,location,location,Positive,0.998,pyabsa-multilingual,64708
55,maintaince,maintaince,Positive,0.9988,pyabsa-multilingual,64708
56,موظف الاستقبال,موظف الاستقبال,Positive,0.9987,pyabsa-multilingual,64708
56,التعامل,التعامل,Positive,0.9986,pyabsa-multilingual,64708
57,الاستقبال,الاستقبال,Positive,0.9963,pyabsa-multilingual,64708
57,الموظف,الموظف,Positive,0.9973,pyabsa-multilingual,64708
58,فندق,فندق,Positive,0.9988,pyabsa-multilingual,64708
60,رائعة,رائعة,Positive,0.9988,pyabsa-multilingual,64708
61,فندق,فندق,Positive,0.9959,pyabsa-multilingual,64708
61,مطعم,مطعم,Positive,0.9964,pyabsa-multilingual,64708
61,بوفيه,بوفيه,Positive,0.998,pyabsa-multilingual,64708
61,لحوم برازيليه,لحوم برازيليه,Positive,0.9979,pyabsa-multilingual,64708
62,اسعار,اسعار,Negative,0.9947,pyabsa-multilingual,64708
63,الفندق,الفندق,Positive,0.9985,pyabsa-multilingual,64708
64,مبلغ التامين,مبلغ التامين,Negative,0.9891,pyabsa-multilingual,64708
65,السيارات,السيارات,Negative,0.9432,pyabsa-multilingual,64708
66,السعر,السعر,Neutral,0.8496,pyabsa-multilingual,64708
66,ممتازة,ممتازة,Positive,0.9923,pyabsa-multilingual,64708
66,والحمام نظيفة,والحمام نظيفة,Positive,0.9963,pyabsa-multilingual,64708
66,بحالة,بحالة,Positive,0.9841,pyabsa-multilingual,64708
67,بقاع,بقاع,Positive,0.9986,pyabsa-multilingual,64708
68,الخدمات,الخدمات,Positive,0.9975,pyabsa-multilingual,64708
68,طبخ,طبخ,Positive,0.9986,pyabsa-multilingual,64708
68,التشطيب,التشطيب,Positive,0.9985,pyabsa-multilingual,64708
68,10,10,Positive,0.9975,pyabsa-multilingual,64708
69,الفنادق,الفنادق,Positive,0.9984,pyabsa-multilingual,64708
71,مواقف السيارات,مواقف السيارات,Negative,0.9732,pyabsa-multilingual,64708
71,المداخل,المداخل,Negative,0.9962,pyabsa-multilingual,64708
72,place,place,Positive,0.9082,pyabsa-multilingual,64708
73,فنادق,فنادق,Positive,0.9988,pyabsa-multilingual,64708
74,meal,meal,Positive,0.8948,pyabsa-multilingual,64708
74,chicken biryani,chicken biryani,Neutral,0.5101,pyabsa-multilingual,64708
74,grilled prawn appetiser,grilled prawn appetiser,Positive,0.5097,pyabsa-multilingual,64708
74,naan,naan,Positive,0.6615,pyabsa-multilingual,64708
74,dishes,dishes,Positive,0.9433,pyabsa-multilingual,64708
74,Meat,Meat,Positive,0.9582,pyabsa-multilingual,64708
77,الأماكن,الأماكن,Positive,0.9986,pyabsa-multilingual,64708
78,فندق,فندق,Positive,0.9925,pyabsa-multilingual,64708
79,فندق,فندق,Positive,0.9986,pyabsa-multilingual,64708
79,افطارهم,افطارهم,Positive,0.9986,pyabsa-multilingual,64708
